ID,Income
TEST_0000,0.0
TEST_0001,-12.706102116431339
TEST_0002,374.2414821039187
TEST_0003,590.7293336060579
TEST_0004,0.0
TEST_0005,805.2230259400743
TEST_0006,469.1338993277683
TEST_0007,0.0
TEST_0008,-28.941410660858878
TEST_0009,1016.6008484392346
TEST_0010,715.5428426256947
TEST_0011,781.3839260824036
TEST_0012,501.0024953419073
TEST_0013,736.7791209342522
TEST_0014,0.0
TEST_0015,856.5384499204483
TEST_0016,759.062077319711
TEST_0017,524.0499148013432
TEST_0018,594.341469668209
TEST_0019,1006.9192607849959
TEST_0020,662.6748047237539
TEST_0021,1285.7921608479023
TEST_0022,0.0
TEST_0023,627.3151411259064
TEST_0024,0.0
TEST_0025,605.8874938873099
TEST_0026,769.8131081631235
TEST_0027,975.7352119216466
TEST_0028,0.0
TEST_0029,561.3690118438213
TEST_0030,0.0
TEST_0031,842.6547216416418
TEST_0032,611.985865062459
TEST_0033,0.0
TEST_0034,902.9601109676598
TEST_0035,0.0
TEST_0036,0.0
TEST_0037,574.3650949134944
TEST_0038,606.5822428920754
TEST_0039,0.0
TEST_0040,607.7018604389731
TEST_0041,1310.5567621584541
TEST_0042,642.3777882335479
TEST_0043,1167.5094337234855
TEST_0044,768.948782768107
TEST_0045,1217.014486888915
TEST_0046,928.6872188275607
TEST_0047,497.99614634047396
TEST_0048,403.43459259164945
TEST_0049,0.0
TEST_0050,0.0
TEST_0051,388.2703233603872
TEST_0052,448.2501379599512
TEST_0053,619.2365313720439
TEST_0054,453.2556757469309
TEST_0055,637.2181708538959
TEST_0056,609.2663390470259
TEST_0057,0.0
TEST_0058,853.6416995675008
TEST_0059,875.4589507169135
TEST_0060,485.6151457198373
TEST_0061,901.7610639612185
TEST_0062,553.1168271493807
TEST_0063,177.84846346167217
TEST_0064,560.5743637373254
TEST_0065,324.77983177307027
TEST_0066,0.0
TEST_0067,720.4569908912699
TEST_0068,843.2831879625664
TEST_0069,956.0742239142169
TEST_0070,-9.634118662370497
TEST_0071,713.9208270882741
TEST_0072,865.1922814899374
TEST_0073,768.449765149512
TEST_0074,419.62000323628547
TEST_0075,0.0
TEST_0076,1043.2043719176393
TEST_0077,570.878756753532
TEST_0078,13.406774165985553
TEST_0079,631.7223539607022
TEST_0080,0.0
TEST_0081,604.6234707025588
TEST_0082,0.0
TEST_0083,0.0
TEST_0084,789.4399901325269
TEST_0085,1186.014558847406
TEST_0086,1334.8469880248872
TEST_0087,616.8782671132489
TEST_0088,643.4129192074032
TEST_0089,0.0
TEST_0090,1314.3266438280675
TEST_0091,0.0
TEST_0092,701.8006768881078
TEST_0093,424.86049301857076
TEST_0094,1061.7491260735135
TEST_0095,591.4554459003734
TEST_0096,587.6220612032923
TEST_0097,468.52964899668416
TEST_0098,824.4153575006881
TEST_0099,521.7210155998614
TEST_0100,36.94619141620103
TEST_0101,471.17319862150396
TEST_0102,455.5537969792948
TEST_0103,0.0
TEST_0104,719.7687192921117
TEST_0105,0.0
TEST_0106,657.4469313380265
TEST_0107,439.3536068447629
TEST_0108,943.5810546532887
TEST_0109,503.43979550183053
TEST_0110,0.0
TEST_0111,751.3579373679374
TEST_0112,0.0
TEST_0113,1106.4615549429013
TEST_0114,498.3910569102818
TEST_0115,0.0
TEST_0116,751.4298968303272
TEST_0117,462.7655889087731
TEST_0118,809.3442938379167
TEST_0119,521.8387193779902
TEST_0120,923.6154020597802
TEST_0121,840.2408910797183
TEST_0122,981.6679201000996
TEST_0123,556.7318751562707
TEST_0124,0.0
TEST_0125,794.4637356546976
TEST_0126,0.0
TEST_0127,992.5364704394221
TEST_0128,421.3210965781934
TEST_0129,1326.9972420860333
TEST_0130,664.4597748500066
TEST_0131,457.87324800076397
TEST_0132,418.7929301453423
TEST_0133,587.8329394438958
TEST_0134,927.9443253504566
TEST_0135,652.4197343373195
TEST_0136,806.3289575333733
TEST_0137,725.4362116058893
TEST_0138,0.0
TEST_0139,440.00659033248746
TEST_0140,553.9797603458695
TEST_0141,568.7675015221672
TEST_0142,578.9889452394956
TEST_0143,0.0
TEST_0144,1280.9847685917011
TEST_0145,738.7852379891912
TEST_0146,8.575561232621226
TEST_0147,924.3388750960864
TEST_0148,1030.7130834662942
TEST_0149,0.0
TEST_0150,1426.3412083721964
TEST_0151,565.531610070747
TEST_0152,668.3766124274393
TEST_0153,510.8302012180685
TEST_0154,533.4578600333705
TEST_0155,812.685348481551
TEST_0156,339.9629480344441
TEST_0157,0.0
TEST_0158,473.5506600515013
TEST_0159,0.0
TEST_0160,467.41527788991164
TEST_0161,549.4706632679283
TEST_0162,425.8044877567279
TEST_0163,383.6664701520062
TEST_0164,-71.38557969911164
TEST_0165,643.832269129147
TEST_0166,611.163973359246
TEST_0167,590.033798012398
TEST_0168,0.0
TEST_0169,1174.1593668218438
TEST_0170,485.41062455885253
TEST_0171,980.1438659771125
TEST_0172,687.0103445943397
TEST_0173,492.44037561844857
TEST_0174,149.19441694109412
TEST_0175,840.0506136672905
TEST_0176,565.2113400891574
TEST_0177,0.0
TEST_0178,0.0
TEST_0179,871.2543729928183
TEST_0180,896.068664815873
TEST_0181,845.7997453005116
TEST_0182,676.2099429639887
TEST_0183,907.6198650340634
TEST_0184,531.9252467811638
TEST_0185,543.1443118701472
TEST_0186,1026.3462411917237
TEST_0187,0.0
TEST_0188,493.37946124987417
TEST_0189,517.1588346514662
TEST_0190,1274.6577845955085
TEST_0191,438.77715964966234
TEST_0192,1264.2725707631016
TEST_0193,580.2124716854048
TEST_0194,448.85835573241104
TEST_0195,376.2270545567617
TEST_0196,0.0
TEST_0197,553.9375528848117
TEST_0198,639.047059594575
TEST_0199,510.7716753823192
TEST_0200,0.0
TEST_0201,589.1595850830481
TEST_0202,0.0
TEST_0203,912.2532809078821
TEST_0204,0.0
TEST_0205,0.0
TEST_0206,597.1369881174298
TEST_0207,0.0
TEST_0208,214.89388228769127
TEST_0209,0.0
TEST_0210,659.7756469005886
TEST_0211,517.9320766957667
TEST_0212,0.0
TEST_0213,830.2051079698716
TEST_0214,605.4977004941804
TEST_0215,452.6747013434698
TEST_0216,763.1232827652425
TEST_0217,774.5643817899512
TEST_0218,558.1775800564827
TEST_0219,631.8293077860092
TEST_0220,711.1938340681717
TEST_0221,657.6833926116153
TEST_0222,798.6742308741873
TEST_0223,816.6220154875409
TEST_0224,798.408518862619
TEST_0225,525.8888826820619
TEST_0226,536.779420050255
TEST_0227,961.972014905014
TEST_0228,372.42718178145054
TEST_0229,946.2232429153823
TEST_0230,536.7808416926571
TEST_0231,0.0
TEST_0232,747.5970972412708
TEST_0233,436.75110022054537
TEST_0234,33.6937222398235
TEST_0235,834.8512614856729
TEST_0236,557.3910266420758
TEST_0237,682.3314078194919
TEST_0238,0.0
TEST_0239,0.0
TEST_0240,780.1929045492185
TEST_0241,661.8229033370428
TEST_0242,665.4238971116175
TEST_0243,601.8769983502629
TEST_0244,0.0
TEST_0245,917.5162130738377
TEST_0246,640.0978652766885
TEST_0247,0.0
TEST_0248,0.0
TEST_0249,694.9330612753647
TEST_0250,235.9527769340848
TEST_0251,1154.3314172729897
TEST_0252,0.0
TEST_0253,0.0
TEST_0254,802.1165478453668
TEST_0255,582.4227895387995
TEST_0256,1310.0453173315166
TEST_0257,583.1968259748231
TEST_0258,762.6516396561296
TEST_0259,430.32779318389163
TEST_0260,719.4874435326059
TEST_0261,709.2255929821424
TEST_0262,572.5286573762572
TEST_0263,891.9911050895724
TEST_0264,976.2266712752976
TEST_0265,710.4382352417621
TEST_0266,805.9734372061314
TEST_0267,769.7370728743734
TEST_0268,571.2332314400529
TEST_0269,822.5572619259833
TEST_0270,893.5586101004645
TEST_0271,573.0721066648849
TEST_0272,911.2632666434188
TEST_0273,588.2097211556238
TEST_0274,940.02286474091
TEST_0275,652.6313140754414
TEST_0276,36.48595946633611
TEST_0277,612.9003172299577
TEST_0278,657.9217760363018
TEST_0279,493.2074753427995
TEST_0280,405.96996482753116
TEST_0281,184.3251494331248
TEST_0282,424.22376342861685
TEST_0283,753.7707942683969
TEST_0284,939.9009840063369
TEST_0285,564.0347262312101
TEST_0286,0.0
TEST_0287,0.0
TEST_0288,624.3827719469707
TEST_0289,490.85941511425096
TEST_0290,1032.2293011081088
TEST_0291,989.9528259309025
TEST_0292,828.2925944826849
TEST_0293,589.0957882741889
TEST_0294,763.059968628865
TEST_0295,955.0735585320597
TEST_0296,640.7600563012605
TEST_0297,1106.7799612230663
TEST_0298,0.0
TEST_0299,469.3844226066985
TEST_0300,0.0
TEST_0301,-98.90186331913185
TEST_0302,0.0
TEST_0303,615.908303904272
TEST_0304,-59.424420833790464
TEST_0305,0.0
TEST_0306,1094.6347983188177
TEST_0307,941.374308069618
TEST_0308,1054.341276493837
TEST_0309,616.4670718103134
TEST_0310,593.6823910787713
TEST_0311,503.7027378637765
TEST_0312,425.8761054471546
TEST_0313,559.7260273211415
TEST_0314,0.0
TEST_0315,579.6121382893582
TEST_0316,642.1801411018506
TEST_0317,704.9552431987597
TEST_0318,0.0
TEST_0319,499.29730926162745
TEST_0320,349.4148673376516
TEST_0321,0.0
TEST_0322,0.0
TEST_0323,0.0
TEST_0324,749.2297336085185
TEST_0325,620.0587846887219
TEST_0326,0.0
TEST_0327,0.0
TEST_0328,847.274089367994
TEST_0329,926.7340827930092
TEST_0330,628.4503842367815
TEST_0331,1003.5724465695664
TEST_0332,439.16467217573086
TEST_0333,1053.0320790993442
TEST_0334,852.3892352058442
TEST_0335,563.4425527510855
TEST_0336,458.14964458514714
TEST_0337,981.4994866569722
TEST_0338,444.6154532684931
TEST_0339,725.5446278728565
TEST_0340,0.0
TEST_0341,963.8172018679631
TEST_0342,493.8031442882673
TEST_0343,0.0
TEST_0344,273.61334779032444
TEST_0345,0.0
TEST_0346,851.9045262872662
TEST_0347,604.103211943867
TEST_0348,0.0
TEST_0349,640.4322896577654
TEST_0350,774.9357775295246
TEST_0351,0.0
TEST_0352,-17.407458461109968
TEST_0353,529.6757295110372
TEST_0354,0.0
TEST_0355,0.0
TEST_0356,10.063174240872854
TEST_0357,0.0
TEST_0358,0.0
TEST_0359,0.0
TEST_0360,613.4845027795357
